4878|1/2/2018|1|1800\n
4879|1/3/2018|1|800\n
4880|1/4/2018|1|10001\n
5143|1/5/2018|1|1000\n
5147|1/5/2018|1|12000\n
5154|1/5/2018|1|1000\n
5155|1/5/2018|1|4000\n
5159|1/5/2018|2|3000\n
5163|1/5/2018|2|5000\n
5167|1/5/2018|1|14000\n
4881|1/8/2018|1|2750\n
4882|1/8/2018|1|75\n
4883|1/10/2018|1|2000\n
4883|1/10/2018|1|11500\n
4883|1/10/2018|1|1450\n
4883|1/10/2018|1|1800\n
4883|1/10/2018|1|750\n
4883|1/10/2018|1|475\n
4884|1/12/2018|1|2400\n
4884|1/12/2018|1|2500\n
4884|1/12/2018|1|2800\n
4884|1/12/2018|1|1000\n
4884|1/12/2018||200\n
4885|1/15/2018|1|1500\n
4885|1/15/2018|1|3000\n
4885|1/15/2018|1|384.01\n
4885|1/15/2018|1|200\n
4885|1/15/2018||2650\n
4886|1/15/2018|1|5500\n
4886|1/15/2018||2000\n
4886|1/15/2018|1|5400\n
4886|1/15/2018|1|600\n
4887|1/15/2018|1|1500\n
4887|1/15/2018|1|500\n
4887|1/15/2018|1|385.9\n
4887|1/15/2018|1|449.07\n
4887|1/15/2018|1|100\n
4888|1/16/2018|1|10500\n
4888|1/16/2018|1|850\n
4888|1/16/2018|1|1800\n
4888|1/16/2018|1|1350\n
4889|1/16/2018|1|10500\n
4889|1/16/2018|1|850\n
4889|1/16/2018|1|1800\n
4889|1/16/2018|1|1350\n
4890|1/16/2018|0|10800\n
4890|1/16/2018|0|1000\n
4890|1/16/2018|0|750\n
4890|1/16/2018|0|800\n
4891|1/18/2018|1|1350\n
4891|1/18/2018|1|475\n
4891|1/18/2018|1|3000\n
4891|1/18/2018|1|1000\n
4891|1/18/2018|1|2000\n
4891|1/18/2018|1|650\n
4892|1/22/2018|1|12500\n
4892|1/22/2018||5500\n
4894|1/24/2018|1|750\n
4895|1/29/2018|1|4500\n
4896|1/30/2018|1|125\n
4896|1/30/2018|1|35\n
4896|1/30/2018|1|110.53\n
4897|1/30/2018|1|1400\n
4897|1/30/2018|1|1000\n
4897|1/30/2018|1|100\n
4898|2/1/2018|1|400\n
4898|2/1/2018|1|850\n
4899|2/1/2018|1|150\n
4901|2/1/2018|1|4000\n
4901|2/1/2018|1|800\n
4901|2/1/2018|1|11500\n
4901|2/1/2018||-800\n
4901|2/1/2018|1|750\n
4901|2/1/2018|2|350\n
4901|2/1/2018|2|150\n
4901|2/1/2018|1|470\n
4901|2/1/2018|1|150\n
4901|2/1/2018|1|1800\n
4901|2/1/2018|2|250\n
4901|2/1/2018||500\n
4902|2/1/2018|1|5000\n
4902|2/1/2018|1|1500\n
4902|2/1/2018|1|150\n
4903|2/2/2018|1|460n\
4905|2/7/2018|1|2000\n
4906|2/7/2018|1|2200\n
4906|2/7/2018|1|1000\n
4906|2/7/2018|1|1000\n
4907|2/8/2018|2|100\n
4907|2/8/2018|1|100\n
4909|2/12/2018|1|1350\n
4911|2/15/2018|1|300\n
4918|2/21/2018|2|650\n
4919|2/21/2018|1|400\n
4920|2/21/2018|2|395\n
4920|2/21/2018|1|150\n
4921|2/22/2018|1|8000\n
4921|2/22/2018|1|3700\n
4921|2/22/2018|1|300\n
4921|2/22/2018|1|1100\n
4922|2/22/2018|1|11500\n
4922|2/22/2018|1|1800\n
4922|2/22/2018|1|750\n
4922|2/22/2018||-500\n
4922|2/22/2018|1|400\n
4924|2/26/2018|1|3000\n
4924|2/26/2018|1|9500\n
4924|2/26/2018|1|650\n
4925|2/27/2018|1|150\n
4928|2/28/2018|0|5813.2\n
4931|3/1/2018|1|45\n
4932|3/5/2018|1|1100\n
4932|3/5/2018|1|150\n
4933|3/6/2018|1|900\n
4933|3/6/2018|3|5813.2\n
4933|3/6/2018||-954.6\n
4933|3/6/2018|6|350\n
4933|3/6/2018|6|189.17\n
4936|3/7/2018|1|550\n
4936|3/7/2018|1|515\n
4936|3/7/2018|1|2500\n
4937|3/8/2018|2|57.4\n
4937|3/8/2018|2|150\n
4937|3/8/2018|3|55\n
4937|3/8/2018|2|33.6\n
4937|3/8/2018|2|43.38\n
4937|3/8/2018|2|139.18\n
4937|3/8/2018|1|178\n
4938|3/12/2018|1|8000\n
4938|3/12/2018|1|1850\n
4938|3/12/2018|1|1750\n
4938|3/12/2018|1|4496\n
4940|3/13/2018|1|100\n
4941|3/14/2018|1|210.06\n
4943|3/15/2018|1|3500\n
4943|3/15/2018|1|1500\n
4943|3/15/2018|1|1500\n
4943|3/15/2018|1|550\n
4943|3/15/2018|1|600\n
4943|3/15/2018|1|100.87\n
4944|3/16/2018|0|150\n
